topic|subtopic|project
(57)  สำนักงานเขตดินแดง|แผนงานบริหารการศึกษา|งานบริหารการศึกษา                                      98,038,300 บาท!!(57)  สำนักงานเขตดินแดง                                                  รวม   !     331,004,000 บาท!
(57)  สำนักงานเขตดินแดง|แผนงานบริหารงานปกครองและทะเบียน|1.  งานปกครอง                                          17,993,000 บาท!!2.  งานทะเบียน                                           7,938,600 บาท!
(57)  สำนักงานเขตดินแดง|แผนงานบริหารการคลัง|1.  งานบริหารการคลัง                                     5,410,500 บาท!!2.  งานบริหารการจัดเก็บรายได้                            6,141,300 บาท!
(57)  สำนักงานเขตดินแดง|แผนงานรักษาความเป็นระเบียบเรียบร้อย|งานรักษาความสะอาด                                   145,317,600 บาท!!ง.  แผนงานรักษาความเป็นระเบียบเรียบร้อย                                    !20,564,400 บาท!
(57)  สำนักงานเขตดินแดง|แผนงานการโยธา|งานบริหารและบังคับการเทศกิจ                           20,564,400 บาท!!จ.  แผนงานการโยธา                                                          !19,108,200 บาท!
(57)  สำนักงานเขตดินแดง|แผนงานจัดการระบายน้ำและแก้ไขปัญหาน้ำท่วม|งานการโยธา                                              19,108,200 บาท!!ฉ.  แผนงานจัดการระบายน้ำและแก้ไขปัญหาน้ำท่วม                             !10,834,600 บาท!
(57)  สำนักงานเขตดินแดง|แผนงานพัฒนาสภาวะสิ่งแวดล้อม|งานการระบายน้ำและแก้ไขปัญหาน้ำท่วม                  10,834,600 บาท!!ช.  แผนงานพัฒนาสภาวะสิ่งแวดล้อม                                           !18,704,500 บาท!
(57)  สำนักงานเขตดินแดง|แผนงานพัฒนาชุมชน|งานปลูกและบำรุงรักษาต้นไม้                              18,704,500 บาท!!ซ.  แผนงานพัฒนาชุมชน                                                      !18,361,800 บาท!
(57)  สำนักงานเขตดินแดง|แผนงานอนามัยสิ่งแวดล้อม|งานพัฒนาชุมชน                                          18,361,800 บาท!!ฌ. แผนงานอนามัยสิ่งแวดล้อม                                                  !6,068,300 บาท!
(57)  สำนักงานเขตดินแดง|แผนงานบริหารการศึกษา|งานควบคุมอนามัย                                         6,068,300 บาท!!ญ. แผนงานบริหารการศึกษา                                                   !54,561,200 บาท!
(58)  สำนักงานเขตสวนหลวง|แผนงานบริหารการศึกษา|งานบริหารการศึกษา                                      54,561,200 บาท!!!(58)  สำนักงานเขตสวนหลวง                                               รวม     !   371,965,000 บาท!
(58)  สำนักงานเขตสวนหลวง|แผนงานบริหารงานปกครองและทะเบียน|1.  งานปกครอง                                          20,293,200 บาท!!2.  งานทะเบียน                                           6,911,500 บาท!
(58)  สำนักงานเขตสวนหลวง|แผนงานบริหารการคลัง|1.  งานบริหารการคลัง                                     6,773,900 บาท!!2.  งานบริหารการจัดเก็บรายได้                            4,828,900 บาท!
(58)  สำนักงานเขตสวนหลวง|แผนงานรักษาความเป็นระเบียบเรียบร้อย|งานรักษาความสะอาด                                   133,244,700 บาท!!ง.  แผนงานรักษาความเป็นระเบียบเรียบร้อย                                    !19,177,700 บาท!
(58)  สำนักงานเขตสวนหลวง|แผนงานการโยธา|งานบริหารและบังคับการเทศกิจ                           19,177,700 บาท!!จ.  แผนงานการโยธา                                                          !25,281,100 บาท!
(58)  สำนักงานเขตสวนหลวง|แผนงานจัดการระบายน้ำและแก้ไขปัญหาน้ำท่วม|งานการโยธา                                              25,281,100 บาท!!ฉ.  แผนงานจัดการระบายน้ำและแก้ไขปัญหาน้ำท่วม                             !19,141,800 บาท!
(58)  สำนักงานเขตสวนหลวง|แผนงานพัฒนาสภาวะสิ่งแวดล้อม|งานการระบายน้ำและแก้ไขปัญหาน้ำท่วม                  19,141,800 บาท!!ช.  แผนงานพัฒนาสภาวะสิ่งแวดล้อม                                           !23,565,000 บาท!
(58)  สำนักงานเขตสวนหลวง|แผนงานพัฒนาชุมชน|งานปลูกและบำรุงรักษาต้นไม้                              23,565,000 บาท!!ซ.  แผนงานพัฒนาชุมชน                                                      !36,658,600 บาท!
(58)  สำนักงานเขตสวนหลวง|แผนงานอนามัยสิ่งแวดล้อม|งานพัฒนาชุมชน                                          36,658,600 บาท!!ฌ. แผนงานอนามัยสิ่งแวดล้อม                                                  !6,171,300 บาท!
(58)  สำนักงานเขตสวนหลวง|แผนงานบริหารการศึกษา|งานควบคุมอนามัย                                         6,171,300 บาท!!ญ. แผนงานบริหารการศึกษา                                                   !69,917,300 บาท!
(59)  สำนักงานเขตวัฒนา|แผนงานบริหารการศึกษา|งานบริหารการศึกษา                                      69,917,300 บาท!!(59)  สำนักงานเขตวัฒนา                                                   รวม   !     341,754,000 บาท!
(59)  สำนักงานเขตวัฒนา|แผนงานบริหารงานปกครองและทะเบียน|1.  งานปกครอง                                          26,314,300 บาท!!2.  งานทะเบียน                                           6,309,700 บาท!
(59)  สำนักงานเขตวัฒนา|แผนงานบริหารการคลัง|1.  งานบริหารการคลัง                                     5,470,600 บาท!!2.  งานบริหารการจัดเก็บรายได้                            6,015,700 บาท!
(59)  สำนักงานเขตวัฒนา|แผนงานรักษาความเป็นระเบียบเรียบร้อย|งานรักษาความสะอาด                                   137,194,100 บาท!!ง.  แผนงานรักษาความเป็นระเบียบเรียบร้อย                                    !20,076,300 บาท!
(59)  สำนักงานเขตวัฒนา|แผนงานการโยธา|งานบริหารและบังคับการเทศกิจ                           20,076,300 บาท!!จ.  แผนงานการโยธา                                                          !45,319,600 บาท!
(59)  สำนักงานเขตวัฒนา|แผนงานจัดการระบายน้ำและแก้ไขปัญหาน้ำท่วม|งานการโยธา                                              45,319,600 บาท!!ฉ.  แผนงานจัดการระบายน้ำและแก้ไขปัญหาน้ำท่วม                             !10,265,700 บาท!
(59)  สำนักงานเขตวัฒนา|แผนงานพัฒนาสภาวะสิ่งแวดล้อม|งานการระบายน้ำและแก้ไขปัญหาน้ำท่วม                  10,265,700 บาท!!ช.  แผนงานพัฒนาสภาวะสิ่งแวดล้อม                                           !12,906,200 บาท!
(59)  สำนักงานเขตวัฒนา|แผนงานพัฒนาชุมชน|งานปลูกและบำรุงรักษาต้นไม้                              12,906,200 บาท!!ซ.  แผนงานพัฒนาชุมชน                                                      !13,428,600 บาท!
(59)  สำนักงานเขตวัฒนา|แผนงานอนามัยสิ่งแวดล้อม|งานพัฒนาชุมชน                                          13,428,600 บาท!!ฌ. แผนงานอนามัยสิ่งแวดล้อม                                                  !7,651,200 บาท!
(59)  สำนักงานเขตวัฒนา|แผนงานบริหารการศึกษา|งานควบคุมอนามัย                                         7,651,200 บาท!!ญ. แผนงานบริหารการศึกษา                                                   !50,802,000 บาท!
(60)  สำนักงานเขตบางแค|แผนงานบริหารการศึกษา|งานบริหารการศึกษา                                      50,802,000 บาท!!(60)  สำนักงานเขตบางแค                                                  รวม    !    477,760,400 บาท!
(60)  สำนักงานเขตบางแค|แผนงานบริหารงานปกครองและทะเบียน|1.  งานปกครอง                                          18,539,900 บาท!!2.  งานทะเบียน                                           8,419,200 บาท!
(60)  สำนักงานเขตบางแค|แผนงานบริหารการคลัง|1.  งานบริหารการคลัง                                     5,793,700 บาท!!2.  งานบริหารการจัดเก็บรายได้                            5,519,600 บาท!
(60)  สำนักงานเขตบางแค|แผนงานรักษาความเป็นระเบียบเรียบร้อย|งานรักษาความสะอาด                                   147,926,300 บาท!!ง.  แผนงานรักษาความเป็นระเบียบเรียบร้อย                                    !23,186,200 บาท!
(60)  สำนักงานเขตบางแค|แผนงานการโยธา|งานบริหารและบังคับการเทศกิจ                           23,186,200 บาท!!จ.  แผนงานการโยธา                                                          !46,123,200 บาท!
(60)  สำนักงานเขตบางแค|แผนงานจัดการระบายน้ำและแก้ไขปัญหาน้ำท่วม|งานการโยธา                                              46,123,200 บาท!!ฉ.  แผนงานจัดการระบายน้ำและแก้ไขปัญหาน้ำท่วม                             !33,592,500 บาท!
(60)  สำนักงานเขตบางแค|แผนงานพัฒนาสภาวะสิ่งแวดล้อม|งานการระบายน้ำและแก้ไขปัญหาน้ำท่วม                  33,592,500 บาท!!ช.  แผนงานพัฒนาสภาวะสิ่งแวดล้อม                                           !37,976,000 บาท!
(60)  สำนักงานเขตบางแค|แผนงานพัฒนาชุมชน|งานปลูกและบำรุงรักษาต้นไม้                              37,976,000 บาท!!ซ.  แผนงานพัฒนาชุมชน                                                      !27,781,400 บาท!
(60)  สำนักงานเขตบางแค|แผนงานอนามัยสิ่งแวดล้อม|งานพัฒนาชุมชน                                          27,781,400 บาท!!ฌ. แผนงานอนามัยสิ่งแวดล้อม                                                  !6,743,700 บาท!
(60)  สำนักงานเขตบางแค|แผนงานบริหารการศึกษา|งานควบคุมอนามัย                                         6,743,700 บาท!!ญ. แผนงานบริหารการศึกษา                                                 !116,158,700 บาท!
(61)  สำนักงานเขตหลักสี่|แผนงานบริหารการศึกษา|งานบริหารการศึกษา                                    116,158,700 บาท!!(61)  สำนักงานเขตหลักสี่                                                   รวม !       346,889,000 บาท!
(61)  สำนักงานเขตหลักสี่|แผนงานบริหารงานปกครองและทะเบียน|1.  งานปกครอง                                          31,279,700 บาท!!2.  งานทะเบียน                                           7,419,200 บาท!
(61)  สำนักงานเขตหลักสี่|แผนงานบริหารการคลัง|1.  งานบริหารการคลัง                                     5,344,900 บาท!!2.  งานบริหารการจัดเก็บรายได้                            5,256,100 บาท!
(61)  สำนักงานเขตหลักสี่|แผนงานรักษาความเป็นระเบียบเรียบร้อย|งานรักษาความสะอาด                                   111,476,600 บาท!!ง.  แผนงานรักษาความเป็นระเบียบเรียบร้อย                                    !13,082,900 บาท!
(61)  สำนักงานเขตหลักสี่|แผนงานการโยธา|งานบริหารและบังคับการเทศกิจ                           13,082,900 บาท!!จ.  แผนงานการโยธา                                                          !48,730,500 บาท!
(61)  สำนักงานเขตหลักสี่|แผนงานจัดการระบายน้ำและแก้ไขปัญหาน้ำท่วม|งานการโยธา                                              48,730,500 บาท!!ฉ.  แผนงานจัดการระบายน้ำและแก้ไขปัญหาน้ำท่วม                             !13,930,900 บาท!
(61)  สำนักงานเขตหลักสี่|แผนงานพัฒนาสภาวะสิ่งแวดล้อม|งานการระบายน้ำและแก้ไขปัญหาน้ำท่วม                  13,930,900 บาท!!ช.  แผนงานพัฒนาสภาวะสิ่งแวดล้อม                                           !22,011,200 บาท!
(61)  สำนักงานเขตหลักสี่|แผนงานพัฒนาชุมชน|งานปลูกและบำรุงรักษาต้นไม้                              22,011,200 บาท!!ซ.  แผนงานพัฒนาชุมชน                                                      !27,961,600 บาท!
(61)  สำนักงานเขตหลักสี่|แผนงานอนามัยสิ่งแวดล้อม|งานพัฒนาชุมชน                                          27,961,600 บาท!!ฌ. แผนงานอนามัยสิ่งแวดล้อม                                                  !6,154,600 บาท!
(61)  สำนักงานเขตหลักสี่|แผนงานบริหารการศึกษา|งานควบคุมอนามัย                                         6,154,600 บาท!!ญ. แผนงานบริหารการศึกษา                                                   !54,240,800 บาท!
(62)  สำนักงานเขตสายไหม|แผนงานบริหารการศึกษา|งานบริหารการศึกษา                                      54,240,800 บาท!!(62)  สำนักงานเขตสายไหม                                                 รวม    !    418,022,000 บาท!
(62)  สำนักงานเขตสายไหม|แผนงานบริหารงานปกครองและทะเบียน|1.  งานปกครอง                                          21,181,600 บาท!!2.  งานทะเบียน                                           9,270,200 บาท!
(62)  สำนักงานเขตสายไหม|แผนงานบริหารการคลัง|1.  งานบริหารการคลัง                                     5,436,400 บาท!!2.  งานบริหารการจัดเก็บรายได้                            4,350,900 บาท!
(62)  สำนักงานเขตสายไหม|แผนงานรักษาความเป็นระเบียบเรียบร้อย|งานรักษาความสะอาด                                   100,653,100 บาท!!ง.  แผนงานรักษาความเป็นระเบียบเรียบร้อย                                    !13,716,500 บาท!
(62)  สำนักงานเขตสายไหม|แผนงานการโยธา|งานบริหารและบังคับการเทศกิจ                           13,716,500 บาท!!จ.  แผนงานการโยธา                                                          !70,118,100 บาท!
(62)  สำนักงานเขตสายไหม|แผนงานจัดการระบายน้ำและแก้ไขปัญหาน้ำท่วม|งานการโยธา                                              70,118,100 บาท!!ฉ.  แผนงานจัดการระบายน้ำและแก้ไขปัญหาน้ำท่วม                             !19,073,900 บาท!
(62)  สำนักงานเขตสายไหม|แผนงานพัฒนาสภาวะสิ่งแวดล้อม|งานการระบายน้ำและแก้ไขปัญหาน้ำท่วม                  19,073,900 บาท!!ช.  แผนงานพัฒนาสภาวะสิ่งแวดล้อม                                           !18,439,800 บาท!
(62)  สำนักงานเขตสายไหม|แผนงานพัฒนาชุมชน|งานปลูกและบำรุงรักษาต้นไม้                              18,439,800 บาท!!!ซ.  แผนงานพัฒนาชุมชน                                                      !35,078,300 บาท!
(62)  สำนักงานเขตสายไหม|แผนงานอนามัยสิ่งแวดล้อม|งานพัฒนาชุมชน                                          35,078,300 บาท!!ฌ. แผนงานอนามัยสิ่งแวดล้อม                                                  !5,305,800 บาท!
(62)  สำนักงานเขตสายไหม|แผนงานบริหารการศึกษา|งานควบคุมอนามัย                                         5,305,800 บาท!!ญ. แผนงานบริหารการศึกษา                                                 !115,397,400 บาท!
(63)  สำนักงานเขตคันนายาว|แผนงานบริหารการศึกษา|งานบริหารการศึกษา                                    115,397,400 บาท!!(63)  สำนักงานเขตคันนายาว                                               รวม    !    274,038,900 บาท!
(63)  สำนักงานเขตคันนายาว|แผนงานบริหารงานปกครองและทะเบียน|1.  งานปกครอง                                          24,680,900 บาท!!2.  งานทะเบียน                                           9,090,200 บาท!
(63)  สำนักงานเขตคันนายาว|แผนงานบริหารการคลัง|1.  งานบริหารการคลัง                                     5,840,800 บาท!!2.  งานบริหารการจัดเก็บรายได้                            4,451,700 บาท!
(63)  สำนักงานเขตคันนายาว|แผนงานรักษาความเป็นระเบียบเรียบร้อย|งานรักษาความสะอาด                                     93,434,900 บาท!!ง.  แผนงานรักษาความเป็นระเบียบเรียบร้อย                                    !11,691,900 บาท!
(63)  สำนักงานเขตคันนายาว|แผนงานการโยธา|งานบริหารและบังคับการเทศกิจ                           11,691,900 บาท!!จ.  แผนงานการโยธา                                                          !30,263,400 บาท!
(63)  สำนักงานเขตคันนายาว|แผนงานจัดการระบายน้ำและแก้ไขปัญหาน้ำท่วม|งานการโยธา                                              30,263,400 บาท!!ฉ.  แผนงานจัดการระบายน้ำและแก้ไขปัญหาน้ำท่วม                             !15,713,200 บาท!
(63)  สำนักงานเขตคันนายาว|แผนงานพัฒนาสภาวะสิ่งแวดล้อม|งานการระบายน้ำและแก้ไขปัญหาน้ำท่วม                  15,713,200 บาท!!ช.  แผนงานพัฒนาสภาวะสิ่งแวดล้อม                                           !27,699,900 บาท!
(63)  สำนักงานเขตคันนายาว|แผนงานพัฒนาชุมชน|งานปลูกและบำรุงรักษาต้นไม้                              27,699,900 บาท!!ซ.  แผนงานพัฒนาชุมชน                                                      !19,530,400 บาท!
(63)  สำนักงานเขตคันนายาว|แผนงานอนามัยสิ่งแวดล้อม|งานพัฒนาชุมชน                                          19,530,400 บาท!!ฌ. แผนงานอนามัยสิ่งแวดล้อม                                                  !6,770,300 บาท!
(63)  สำนักงานเขตคันนายาว|แผนงานบริหารการศึกษา|งานควบคุมอนามัย                                         6,770,300 บาท!!ญ. แผนงานบริหารการศึกษา                                                   !24,871,300 บาท!
(64)  สำนักงานเขตสะพานสูง|แผนงานบริหารการศึกษา|งานบริหารการศึกษา                                      24,871,300 บาท!!(64)  สำนักงานเขตสะพานสูง                                               รวม    !    335,301,000 บาท!
(64)  สำนักงานเขตสะพานสูง|แผนงานบริหารงานปกครองและทะเบียน|1.  งานปกครอง                                          15,340,000 บาท!!2.  งานทะเบียน                                           7,230,900 บาท!
(64)  สำนักงานเขตสะพานสูง|แผนงานบริหารการคลัง|1.  งานบริหารการคลัง                                     5,095,900 บาท!!2.  งานบริหารการจัดเก็บรายได้                            4,339,800 บาท!
(64)  สำนักงานเขตสะพานสูง|แผนงานรักษาความเป็นระเบียบเรียบร้อย|งานรักษาความสะอาด                                     74,860,500 บาท!!ง.  แผนงานรักษาความเป็นระเบียบเรียบร้อย                                    !12,363,600 บาท!
(64)  สำนักงานเขตสะพานสูง|แผนงานการโยธา|งานบริหารและบังคับการเทศกิจ                           12,363,600 บาท!!จ.  แผนงานการโยธา                                                          !56,597,300 บาท!
(64)  สำนักงานเขตสะพานสูง|แผนงานจัดการระบายน้ำและแก้ไขปัญหาน้ำท่วม|งานการโยธา                                              56,597,300 บาท!!ฉ.  แผนงานจัดการระบายน้ำและแก้ไขปัญหาน้ำท่วม                             !24,229,900 บาท!
(64)  สำนักงานเขตสะพานสูง|แผนงานพัฒนาสภาวะสิ่งแวดล้อม|งานการระบายน้ำและแก้ไขปัญหาน้ำท่วม                  24,229,900 บาท!!ช.  แผนงานพัฒนาสภาวะสิ่งแวดล้อม                                           !24,499,900 บาท!
(64)  สำนักงานเขตสะพานสูง|แผนงานพัฒนาชุมชน|งานปลูกและบำรุงรักษาต้นไม้                              24,499,900 บาท!!ซ.  แผนงานพัฒนาชุมชน                                                      !54,007,800 บาท!
(64)  สำนักงานเขตสะพานสูง|แผนงานอนามัยสิ่งแวดล้อม|งานพัฒนาชุมชน                                          54,007,800 บาท!!ฌ. แผนงานอนามัยสิ่งแวดล้อม                                                  !5,720,500 บาท!
(64)  สำนักงานเขตสะพานสูง|แผนงานบริหารการศึกษา|งานควบคุมอนามัย                                         5,720,500 บาท!!ญ. แผนงานบริหารการศึกษา                                                   !51,014,900 บาท!
(64)  สำนักงานเขตสะพานสูง|แผนงานบริหารการศึกษา|1.  งานบริหารการศึกษา                                  47,733,900 บาท!!2.  โครงการก่อสร้างอาคาร ค.ส.ล. 3 ชั้น!!โรงเรียนสุเหร่าซีรอ (ราษฎร์สามัคค)                         3,281,000 บาท!
(65)  สำนักงานเขตวังทองหลาง|แผนงานบริหารงานปกครองและทะเบียน|1.  งานปกครอง                                          19,635,100 บาท!!2.  งานทะเบียน                                           6,630,900 บาท!
(65)  สำนักงานเขตวังทองหลาง|แผนงานบริหารการคลัง|1.  งานบริหารการคลัง                                     4,771,400 บาท!!2.  งานบริหารการจัดเก็บรายได้                            4,729,400 บาท!
(65)  สำนักงานเขตวังทองหลาง|แผนงานรักษาความเป็นระเบียบเรียบร้อย|งานรักษาความสะอาด                                   120,257,200 บาท!!ง.  แผนงานรักษาความเป็นระเบียบเรียบร้อย                                    !13,243,600 บาท!
(65)  สำนักงานเขตวังทองหลาง|แผนงานการโยธา|งานบริหารและบังคับการเทศกิจ                           13,243,600 บาท!!จ.  แผนงานการโยธา                                                          !75,970,400 บาท!
(65)  สำนักงานเขตวังทองหลาง|แผนงานจัดการระบายน้ำและแก้ไขปัญหาน้ำท่วม|งานการโยธา                                              75,970,400 บาท!!ฉ.  แผนงานจัดการระบายน้ำและแก้ไขปัญหาน้ำท่วม                             !16,067,600 บาท!
(65)  สำนักงานเขตวังทองหลาง|แผนงานพัฒนาสภาวะสิ่งแวดล้อม|งานการระบายน้ำและแก้ไขปัญหาน้ำท่วม                  16,067,600 บาท!!ช.  แผนงานพัฒนาสภาวะสิ่งแวดล้อม                                           !19,244,200 บาท!
(65)  สำนักงานเขตวังทองหลาง|แผนงานพัฒนาชุมชน|งานปลูกและบำรุงรักษาต้นไม้                              19,244,200 บาท!!ซ.  แผนงานพัฒนาชุมชน                                                      !21,240,400 บาท!
(65)  สำนักงานเขตวังทองหลาง|แผนงานอนามัยสิ่งแวดล้อม|งานพัฒนาชุมชน                                          21,240,400 บาท!!ฌ. แผนงานอนามัยสิ่งแวดล้อม                                                  !4,550,000 บาท!
(65)  สำนักงานเขตวังทองหลาง|แผนงานบริหารการศึกษา|งานควบคุมอนามัย                                         4,550,000 บาท!!ญ. แผนงานบริหารการศึกษา                                                   !22,310,800 บาท!
(66)  สำนักงานเขตคลองสามวา|แผนงานบริหารการศึกษา|งานบริหารการศึกษา                                      22,310,800 บาท!!(66)  สำนักงานเขตคลองสามวา                                             รวม     !   460,117,000 บาท!
(66)  สำนักงานเขตคลองสามวา|แผนงานบริหารงานปกครองและทะเบียน|1.  งานปกครอง                                          18,458,300 บาท!!!2.  งานทะเบียน                                           7,395,000 บาท!
(66)  สำนักงานเขตคลองสามวา|แผนงานบริหารการคลัง|1.  งานบริหารการคลัง                                     6,200,700 บาท!!2.  งานบริหารการจัดเก็บรายได้                            5,611,200 บาท!
(66)  สำนักงานเขตคลองสามวา|แผนงานรักษาความเป็นระเบียบเรียบร้อย|งานรักษาความสะอาด                                   101,714,900 บาท!!ง.  แผนงานรักษาความเป็นระเบียบเรียบร้อย                                    !13,387,500 บาท!
(66)  สำนักงานเขตคลองสามวา|แผนงานการโยธา|งานบริหารและบังคับการเทศกิจ                           13,387,500 บาท!!จ.  แผนงานการโยธา                                                          !74,626,700 บาท!
(66)  สำนักงานเขตคลองสามวา|แผนงานจัดการระบายน้ำและแก้ไขปัญหาน้ำท่วม|งานการโยธา                                              74,626,700 บาท!!ฉ.  แผนงานจัดการระบายน้ำและแก้ไขปัญหาน้ำท่วม                             !20,093,400 บาท!
(66)  สำนักงานเขตคลองสามวา|แผนงานพัฒนาสภาวะสิ่งแวดล้อม|งานการระบายน้ำและแก้ไขปัญหาน้ำท่วม                  20,093,400 บาท!!ช.  แผนงานพัฒนาสภาวะสิ่งแวดล้อม                                           !28,242,700 บาท!
(66)  สำนักงานเขตคลองสามวา|แผนงานพัฒนาชุมชน|งานปลูกและบำรุงรักษาต้นไม้                              28,242,700 บาท!!ซ.  แผนงานพัฒนาชุมชน                                                      !29,282,300 บาท!
(66)  สำนักงานเขตคลองสามวา|แผนงานอนามัยสิ่งแวดล้อม|งานพัฒนาชุมชน                                          29,282,300 บาท!!ฌ. แผนงานอนามัยสิ่งแวดล้อม                                                  !5,570,900 บาท!
(66)  สำนักงานเขตคลองสามวา|แผนงานบริหารการศึกษา|งานควบคุมอนามัย                                         5,570,900 บาท!!ญ. แผนงานบริหารการศึกษา                                                 !149,533,400 บาท!
(66)  สำนักงานเขตคลองสามวา|แผนงานบริหารการศึกษา|1.  งานบริหารการศึกษา                                144,533,400 บาท!!2.  โครงการก่อสร้างอาคารเรียน 5 ชั้น                     5,000,000 บาท!
(67)  สำนักงานเขตบางนา|แผนงานบริหารงานปกครองและทะเบียน|1.  งานปกครอง                                          18,522,800 บาท!!2.  งานทะเบียน                                           6,969,600 บาท!
(67)  สำนักงานเขตบางนา|แผนงานบริหารการคลัง|1.  งานบริหารการคลัง                                     5,061,400 บาท!!2.  งานบริหารการจัดเก็บรายได้                            4,716,500 บาท!
(67)  สำนักงานเขตบางนา|แผนงานรักษาความเป็นระเบียบเรียบร้อย|งานรักษาความสะอาด                                   109,600,900 บาท!!ง.  แผนงานรักษาความเป็นระเบียบเรียบร้อย                                    !13,736,100 บาท!
(67)  สำนักงานเขตบางนา|แผนงานการโยธา|งานบริหารและบังคับการเทศกิจ                           13,736,100 บาท!!จ.  แผนงานการโยธา                                                          !32,924,900 บาท!
(67)  สำนักงานเขตบางนา|แผนงานจัดการระบายน้ำและแก้ไขปัญหาน้ำท่วม|งานการโยธา                                              32,924,900 บาท!!ฉ.  แผนงานจัดการระบายน้ำและแก้ไขปัญหาน้ำท่วม                              !8,188,200 บาท!
(67)  สำนักงานเขตบางนา|แผนงานพัฒนาสภาวะสิ่งแวดล้อม|งานการระบายน้ำและแก้ไขปัญหาน้ำท่วม                   8,188,200 บาท!!ช.  แผนงานพัฒนาสภาวะสิ่งแวดล้อม                                           !19,600,000 บาท!
(67)  สำนักงานเขตบางนา|แผนงานพัฒนาชุมชน|งานปลูกและบำรุงรักษาต้นไม้                              19,600,000 บาท!!ซ.  แผนงานพัฒนาชุมชน                                                      !19,068,200 บาท!
(67)  สำนักงานเขตบางนา|แผนงานอนามัยสิ่งแวดล้อม|งานพัฒนาชุมชน                                          19,068,200 บาท!!ฌ. แผนงานอนามัยสิ่งแวดล้อม                                                  !5,727,400 บาท!
(67)  สำนักงานเขตบางนา|แผนงานบริหารการศึกษา|งานควบคุมอนามัย                                         5,727,400 บาท!!ญ. แผนงานบริหารการศึกษา                                                   !68,858,000 บาท!
(68)  สำนักงานเขตทวีวัฒนา|แผนงานบริหารการศึกษา|งานบริหารการศึกษา                                      68,858,000 บาท!!(68)  สำนักงานเขตทวีวัฒนา                                                รวม   !     376,179,600 บาท!
(68)  สำนักงานเขตทวีวัฒนา|แผนงานบริหารงานปกครองและทะเบียน|1.  งานปกครอง                                          17,318,300 บาท!!2.  งานทะเบียน                                           7,066,000 บาท!
(68)  สำนักงานเขตทวีวัฒนา|แผนงานบริหารการคลัง|1.  งานบริหารการคลัง                                     5,253,900 บาท!!2.  งานบริหารการจัดเก็บรายได้                            4,764,100 บาท!
(68)  สำนักงานเขตทวีวัฒนา|แผนงานรักษาความเป็นระเบียบเรียบร้อย|งานรักษาความสะอาด                                   105,012,400 บาท!!ง.  แผนงานรักษาความเป็นระเบียบเรียบร้อย                                    !14,835,700 บาท!
(68)  สำนักงานเขตทวีวัฒนา|แผนงานการโยธา|งานบริหารและบังคับการเทศกิจ                           14,835,700 บาท!!จ.  แผนงานการโยธา                                                          !76,003,600 บาท!
(68)  สำนักงานเขตทวีวัฒนา|แผนงานจัดการระบายน้ำและแก้ไขปัญหาน้ำท่วม|งานการโยธา                                              76,003,600 บาท!!!ฉ.  แผนงานจัดการระบายน้ำและแก้ไขปัญหาน้ำท่วม                             !10,845,200 บาท!
